Date,Open,High,Low,Close,Adj Close,Volume
2016-01-26,113.300003,114.379997,113.18,114.349998,103.185959,267500
2016-01-27,116.0,117.089996,114.800003,115.32,104.061256,320900
2016-01-28,116.68,116.68,114.93,116.120003,104.783165,313700
2016-01-29,118.75,120.029999,118.010002,120.029999,108.31140900000001,746000
2016-02-01,120.0,120.769997,119.160004,120.400002,108.64529399999999,416700
2016-02-02,120.150002,120.150002,118.5,119.0,107.381973,353400
2016-02-03,116.480003,116.75,113.389999,114.989998,103.763481,622600
2016-02-04,114.989998,114.989998,112.730003,114.290001,103.131821,559600
2016-02-05,112.239998,112.519997,109.0,110.389999,99.612572,851100
2016-02-08,109.739998,109.809998,107.970001,109.129997,98.475578,687700
2016-02-09,105.989998,107.57,105.58000200000001,106.839996,96.409157,497500
2016-02-10,108.620003,109.470001,106.639999,106.769997,96.346001,414100
2016-02-11,105.290001,105.779999,104.16999799999999,105.08000200000001,94.820999,545900
2016-02-12,103.16999799999999,105.370003,102.540001,105.260002,94.98342099999999,668300
2016-02-16,108.050003,108.589996,107.449997,108.209999,97.645409,476700
2016-02-17,107.690002,108.449997,107.599998,108.129997,97.573219,696500
2016-02-18,108.58000200000001,108.949997,107.220001,107.449997,96.959602,224700
2016-02-19,105.68,105.849998,104.800003,105.309998,95.028534,723200
2016-02-22,106.07,106.900002,106.059998,106.690002,96.27379599999999,297400
2016-02-23,106.550003,106.66999799999999,105.529999,105.620003,95.308273,161700
2016-02-24,105.07,105.220001,102.849998,104.589996,94.37883000000001,628600
2016-02-25,104.589996,105.589996,104.459999,105.57,95.263153,828900
2016-02-26,105.0,106.08000200000001,104.629997,105.139999,94.87513,492600
2016-02-29,105.099998,105.279999,104.099998,104.099998,93.936676,423600
2016-03-01,105.300003,106.650002,104.889999,106.410004,96.02113299999999,344700
2016-03-02,106.849998,107.300003,106.519997,106.989998,96.54451800000001,275700
2016-03-03,107.690002,108.57,107.639999,108.57,97.970261,289300
2016-03-04,109.559998,110.290001,109.0,109.550003,98.854584,204700
2016-03-07,107.230003,108.550003,107.07,107.910004,97.374702,745300
2016-03-08,106.519997,106.699997,105.620003,105.82,95.488739,459500
2016-03-09,106.860001,106.910004,105.800003,106.25,95.876762,201900
2016-03-10,108.760002,108.980003,106.160004,107.08000200000001,96.625732,607300
2016-03-11,108.660004,109.279999,108.540001,109.260002,98.592903,216700
2016-03-14,109.25,109.489998,108.809998,108.949997,98.313156,251500
2016-03-15,107.410004,107.41999799999999,106.449997,107.220001,96.75206,404400
2016-03-16,106.470001,107.769997,106.099998,107.540001,97.040825,343000
2016-03-17,106.889999,108.480003,106.440002,107.93,97.392746,354700
2016-03-18,106.279999,106.93,105.800003,106.599998,96.192589,615500
2016-03-21,106.410004,107.43,106.410004,107.139999,96.67987099999999,442100
2016-03-22,108.110001,109.32,107.760002,108.599998,97.99733,318600
2016-03-23,108.480003,108.989998,108.099998,108.099998,97.54615,291100
2016-03-24,106.389999,106.389999,105.75,106.32,95.939926,399800
2016-03-28,108.5,109.089996,108.089996,108.690002,99.973343,450500
2016-03-29,108.0,108.41999799999999,107.339996,108.349998,101.54319,345900
2016-03-30,108.0,108.099998,107.449997,107.599998,100.84030200000001,323500
2016-03-31,106.410004,106.760002,106.120003,106.32,99.64071700000001,384500
2016-04-01,103.470001,104.029999,103.010002,103.540001,97.035362,531800
2016-04-04,101.660004,101.870003,100.910004,101.379997,95.01106300000001,993600
2016-04-05,98.230003,99.559998,98.110001,98.739998,92.536911,1156400
2016-04-06,98.900002,99.620003,98.379997,99.510002,93.258537,492300
2016-04-07,99.209999,99.25,97.800003,98.269997,92.096436,547600
2016-04-08,100.699997,101.099998,100.400002,100.660004,94.33629599999999,517100
2016-04-11,98.529999,99.089996,98.300003,98.43,92.24638399999999,990300
2016-04-12,101.230003,101.970001,101.019997,101.58000200000001,95.198494,513200
2016-04-13,103.760002,104.309998,103.489998,104.260002,97.71012900000001,628900
2016-04-14,105.0,105.389999,104.790001,104.959999,98.366158,406500
2016-04-15,104.510002,104.510002,103.489998,103.68,97.166565,399300
2016-04-18,102.0,103.540001,102.0,103.360001,96.866676,301900
2016-04-19,105.099998,105.379997,104.449997,104.699997,98.12248199999999,252000
2016-04-20,104.720001,105.33000200000001,104.160004,104.849998,98.263062,261300
2016-04-21,105.540001,105.860001,105.25,105.440002,98.816002,310500
2016-04-22,106.959999,107.57,106.66999799999999,107.449997,100.699722,473700
2016-04-25,107.519997,107.910004,106.699997,107.339996,100.596634,307000
2016-04-26,107.349998,107.43,106.760002,107.32,100.577896,252500
2016-04-27,105.75,106.639999,105.510002,106.370003,99.687576,271100
2016-04-28,103.620003,104.660004,102.809998,102.959999,96.491791,740300
2016-04-29,102.690002,102.760002,101.41999799999999,101.699997,95.310951,496300
2016-05-02,102.519997,102.730003,101.959999,102.470001,96.032585,336900
2016-05-03,101.66999799999999,101.91999799999999,100.599998,101.449997,95.07666,315000
2016-05-04,101.68,101.68,100.589996,100.620003,94.298805,350500
2016-05-05,101.260002,101.449997,100.66999799999999,101.269997,94.907967,377200
2016-05-06,101.58000200000001,102.08000200000001,101.199997,101.959999,95.55461899999999,283100
2016-05-09,103.459999,103.639999,102.33000200000001,102.610001,96.163788,360200
